9151, drifter, 3, 78283.409889, 94239.235016, 74.168888, -0.001156, 0.008737, 0.009829, 0.041694, 103.811347
9151, drifter, 4, 78652.341133, 93793.993278, 27.172967, -0.031755, 0.001287, 0.004802, 0.041776, 102.383748
9151, drifter, 5, 78803.885404, 94613.109373, 19.172925, -0.034961, -0.006066, -0.000818, 0.041796, 105.000000
9761, drifter, 0, 78280.643130, 93935.391253, 33.609577, -0.027888, 0.002904, 0.001853, 0.041765, 102.332240
9761, drifter, 1, 78289.924745, 94531.711732, 72.779977, -0.000950, 0.008990, -0.001190, 0.041697, 103.978966
9761, drifter, 2, 78667.325164, 94173.208218, 53.566229, -0.016565, 0.005363, 0.001659, 0.041732, 104.462195
9761, drifter, 3, 78283.407610, 94244.686133, 74.054948, 0.000258, 0.008995, 0.000949, 0.041694, 103.837765
9761, drifter, 4, 78632.804139, 93794.662790, 27.510537, -0.032112, 0.001027, 0.002287, 0.041776, 102.348623
9761, drifter, 5, 78782.447149, 94608.959341, 19.689397, -0.035152, -0.007007, 0.000356, 0.041796, 105.000000
10371, drifter, 0, 78263.629224, 93937.164152, 33.620122, -0.027889, 0.002911, 0.000894, 0.041765, 102.303600
10371, drifter, 1, 78289.386243, 94537.213703, 72.693359, -0.000824, 0.009048, -0.001279, 0.041697, 103.977529
10371, drifter, 2, 78657.264947, 94176.480468, 53.555416, -0.016435, 0.005369, 0.000736, 0.041732, 104.454384
10371, drifter, 3, 78283.617205, 94250.190278, 73.999504, 0.000404, 0.009048, -0.000518, 0.041694, 103.865003
10371, drifter, 4, 78613.218821, 93795.284205, 27.567797, -0.032089, 0.001010, 0.000906, 0.041776, 102.313107
10371, drifter, 5, 78761.043988, 94604.645639, 19.539447, -0.035000, -0.007124, -0.000151, 0.041796, 105.000000
10981, drifter, 0, 78246.635120, 93938.950682, 33.623225, -0.027817, 0.002951, 0.000479, 0.041765, 102.274981
10981, drifter, 1, 78288.904953, 94542.747310, 72.647966, -0.000752, 0.009097, -0.000820, 0.041697, 103.976244
10981, drifter, 2, 78647.273508, 94179.762714, 53.554161, -0.016329, 0.005394, 0.000212, 0.041732, 104.446707
10981, drifter, 3, 78283.888078, 94255.723026, 73.948878, 0.000483, 0.009093, -0.000858, 0.041694, 103.892547
10981, drifter, 4, 78593.682602, 93795.901074, 27.561058, -0.031947, 0.001016, -0.000173, 0.041776, 102.277628
10981, drifter, 5, 78739.768191, 94600.280575, 19.617248, -0.034748, -0.007179, 0.000031, 0.041796, 105.000000
11591, drifter, 0, 78229.709213, 93940.769098, 33.623805, -0.027674, 0.003012, 0.000246, 0.041765, 102.246576
11591, drifter, 1, 78288.463792, 94548.310810, 72.628638, -0.000693, 0.009146, -0.000248, 0.041697, 103.975066
11591, drifter, 2, 78637.343383, 94183.063492, 53.557243, -0.016230, 0.005429, -0.000113, 0.041732, 104.439189
11591, drifter, 3, 78284.200967, 94261.283611, 73.911588, 0.000545, 0.009140, -0.000636, 0.041694, 103.920341
11591, drifter, 4, 78574.256293, 93796.528796, 27.528760, -0.031738, 0.001046, -0.000610, 0.041776, 102.242390
11591, drifter, 5, 78718.658404, 94595.892962, 19.553292, -0.034463, -0.007204, -0.000008, 0.041796, 105.000000
12201, drifter, 0, 78212.879342, 93942.626127, 33.623129, -0.027506, 0.003076, 0.000096, 0.041765, 102.218476
12201, drifter, 1, 78288.057304, 94553.905109, 72.626688, -0.000640, 0.009197, 0.000185, 0.041697, 103.973981
12201, drifter, 2, 78627.472260, 94186.387771, 53.562026, -0.016134, 0.005471, -0.000286, 0.041732, 104.431854
12201, drifter, 3, 78284.549910, 94266.873431, 73.892335, 0.000600, 0.009189, -0.000215, 0.041694, 103.948378
12201, drifter, 4, 78554.962708, 93797.178431, 27.499753, -0.031516, 0.001087, -0.000438, 0.041776, 102.207495
12201, drifter, 5, 78697.724987, 94591.494971, 19.590228, -0.034171, -0.007214, -0.000024, 0.041796, 105.000000
12811, drifter, 0, 78196.154001, 93944.522294, 33.621818, -0.027332, 0.003140, -0.000005, 0.041765, 102.190701
12811, drifter, 1, 78287.683237, 94559.531342, 72.633109, -0.000588, 0.009250, 0.000376, 0.041697, 103.972983
12811, drifter, 2, 78617.659058, 94189.738426, 53.566562, -0.016039, 0.005516, -0.000353, 0.041732, 104.424711
12811, drifter, 3, 78284.931853, 94272.494035, 73.888014, 0.000651, 0.009240, 0.000165, 0.041694, 103.965636
12811, drifter, 4, 78535.806649, 93797.854768, 27.488808, -0.031291, 0.001132, -0.000015, 0.041776, 102.172976
12811, drifter, 5, 78683.825309, 94582.058951, 1.080206, 0.019728, -0.031954, -0.018223, 0.041871, 105.000000
13421, drifter, 0, 78179.535362, 93946.457123, 33.620125, -0.027156, 0.003203, -0.000073, 0.041765, 102.163250
13421, drifter, 1, 78287.340497, 94565.190382, 72.638014, -0.000537, 0.009304, 0.000308, 0.041697, 103.972068
13421, drifter, 2, 78607.903113, 94193.117072, 53.570084, -0.015946, 0.005562, -0.000347, 0.041732, 104.417770
13421, drifter, 3, 78285.344503, 94278.146827, 73.891193, 0.000700, 0.009293, 0.000318, 0.041694, 103.966737
13421, drifter, 4, 78516.788926, 93798.559767, 27.493491, -0.031064, 0.001179, 0.000269, 0.041776, 102.138843
13421, drifter, 5, 78673.184805, 94576.362243, 45.607591, -0.022091, 0.004869, 0.031733, 0.041741, 105.000000
14031, drifter, 0, 78163.023962, 93948.430263, 33.618104, -0.026980, 0.003266, -0.000124, 0.041765, 102.136122
14031, drifter, 1, 78287.028486, 94570.882816, 72.636146, -0.000487, 0.009359, 0.000090, 0.041697, 103.971235
14031, drifter, 2, 78598.203968, 94196.524609, 53.572350, -0.015853, 0.005610, -0.000278, 0.041732, 104.411031
14031, drifter, 3, 78285.786613, 94283.832847, 73.893576, 0.000748, 0.009349, 0.000251, 0.041694, 103.967917
14031, drifter, 4, 78497.909674, 93799.294303, 27.502314, -0.030837, 0.001228, 0.000265, 0.041776, 102.105099
14031, drifter, 5, 78661.229932, 94579.590748, 48.078672, -0.018955, 0.005402, -0.002766, 0.041741, 104.970052
14641, drifter, 0, 78147.660112, 93950.632617, 48.097439, -0.020562, 0.004388, 0.013828, 0.041741, 102.112481
14641, drifter, 1, 78284.502322, 94576.011678, 51.808385, -0.013922, 0.005971, -0.033212, 0.041739, 103.964528
14641, drifter, 2, 78588.099280, 94199.910730, 47.704893, -0.018536, 0.005343, 0.006603, 0.041741, 104.403052
14641, drifter, 3, 78283.902109, 94288.998217, 52.077990, -0.013870, 0.005969, -0.039000, 0.041741, 103.962926
14641, drifter, 4, 78480.462389, 93800.624375, 46.040539, -0.022473, 0.004084, 0.029532, 0.041741, 102.077192
14641, drifter, 5, 78649.730549, 94582.900996, 48.133936, -0.018757, 0.005451, -0.001537, 0.041741, 104.939359
15251, drifter, 0, 78135.805371, 93953.409190, 48.128530, -0.019143, 0.004602, 0.002170, 0.041741, 102.099177
15251, drifter, 1, 78274.269820, 94579.380967, 49.115636, -0.017425, 0.005432, 0.002885, 0.041739, 103.937226
15251, drifter, 2, 78576.660094, 94203.159625, 47.783321, -0.018858, 0.005323, 0.001059, 0.041741, 104.390810
15251, drifter, 3, 78273.271048, 94292.306300, 48.083713, -0.018285, 0.005306, 0.003078, 0.041741, 103.934563
15251, drifter, 4, 78468.147815, 93803.331129, 48.063244, -0.019604, 0.004534, -0.002235, 0.041741, 102.066511
15251, drifter, 5, 78638.324937, 94586.238017, 48.147499, -0.018635, 0.005492, -0.000874, 0.041741, 104.908916
15861, drifter, 0, 78124.196136, 93956.233326, 47.958158, -0.018953, 0.004653, -0.021574, 0.041748, 102.086544
15861, drifter, 1, 78263.613643, 94582.693956, 49.422684, -0.017497, 0.005433, 0.047695, 0.041718, 103.908784
15861, drifter, 2, 78565.145408, 94206.409014, 47.813076, -0.018885, 0.005332, -0.000099, 0.041741, 104.378268
15861, drifter, 3, 78262.086102, 94295.541822, 48.108974, -0.018366, 0.005306, 0.011512, 0.041723, 103.904710
15861, drifter, 4, 78456.254913, 93806.113676, 48.131121, -0.019400, 0.004589, -0.001466, 0.041741, 102.056971
15861, drifter, 5, 78626.988917, 94589.600176, 48.406400, -0.018528, 0.005533, 0.044270, 0.041715, 104.878660
16471, drifter, 0, 78111.828145, 93958.999944, 43.234704, -0.020899, 0.004484, 0.002047, 0.041748, 102.071874
16471, drifter, 1, 78256.092229, 94586.580409, 61.129063, -0.009875, 0.006867, 0.003865, 0.041718, 103.888689
16471, drifter, 2, 78555.958359, 94210.040644, 57.366300, -0.013100, 0.006288, 0.003300, 0.041725, 104.373610
16471, drifter, 3, 78255.369182, 94299.643180, 64.944967, -0.006840, 0.007660, 0.002306, 0.041710, 103.886751
16471, drifter, 4, 78444.750593, 93808.978292, 49.516002, -0.018515, 0.004768, -0.003088, 0.041738, 102.048529
